"PrimaryKey","InformationSubmissionQuarter","ProjectName","ProjectStatus","FundingStatus","ProcurementType","ProjectRegion","ProjectCityTown","CommissionAssignedInfrastructureSector","EstimatedProjectValueRange","EstimatedQuarterBusinessCaseStart","EstimatedQuarterBusinessCaseCompletion","EstimatedQuarterConstructionStart","EstimatedQuarterConstructionCompletion","EstimatedQuarterProjectRangeStart","EstimatedQuarterProjectRangeCompletion","complete","completedonorbefore","total_delay","planned_duration","actual_duration","delay_ratio","budget_min","budget_max","funding_status_indicator","project_status_indicator","completed_on_time","ProjectRegionCode","GDP_Start","CPI_Start","GDP_End","CPI_End","GDP_Delta_Percent","CPI_Delta_Percent"
"IP000441","2023-Q4","Pipeline Installation for Growth Servicing - Warkworth","In procurement","Funding source confirmed","Limited","Auckland",NA,"Water","25 - 50 million",2022-07-01,2022-10-01,2023-10-01,2025-01-01,2022-07-01,2025-01-01,1,1,0,915,915,0,25,50,1,0,1,1,68.588,7.301294,70.23492,2.514151,2.40117804863826,-65.5656791796084
"IP000442","2023-Q4","Pump Station 14 and Associated Infrastructure Upgrade - Tamaki","In planning","Funding source to be confirmed","Limited","Auckland",NA,"Water","5 - 25 million",2023-07-01,2025-07-01,2026-04-01,2027-04-01,2023-07-01,2027-04-01,1,1,0,1370,1370,0,5,25,0,1,1,1,69.609,6.029285,75.21558,2.014421,8.05438951859674,-66.5893882939685
"IP000443","2023-Q4","Pump Station and Rising Main Upgrade - Stanmore","In planning","Funding source to be confirmed","Limited","Auckland",NA,"Water","100 - 250 million",2023-07-01,2024-07-01,2026-01-01,2029-07-01,2023-07-01,2029-07-01,1,1,0,2192,2192,0,100,250,0,1,1,1,69.609,6.029285,77.72758,1.99759,11.6631182749357,-66.8685424556975
"IP000446","2023-Q4","Raw Water Pump Station Upgrade - Lower Nihotupu","In planning","Funding source to be confirmed","Limited","Auckland",NA,"Water","5 - 25 million",2023-07-01,2023-10-01,2025-01-01,2026-07-01,2023-07-01,2026-07-01,1,1,0,1096,1096,0,5,25,0,1,1,1,69.609,6.029285,73.65541,2.048457,5.81305578301658,-66.0248769132658
"IP000447","2023-Q4","Raw Water Transmission Main Capacity Upgrade - Huia","In planning","Funding source to be confirmed","Limited","Auckland",NA,"Water","50 - 100 million",2023-01-01,2025-10-01,2027-10-01,2031-07-01,2023-01-01,2031-07-01,1,1,0,3103,3103,0,50,100,0,1,1,1,69.505,7.219251,77.72758,1.99759,11.8301992662399,-72.3296779679776
"IP000448","2023-Q4","Replacement of East Coast Bays 2 Watermain","Early planning","Funding source to be confirmed","Limited","Auckland",NA,"Water","5 - 25 million",2025-01-01,2025-07-01,2026-04-01,2027-04-01,2025-01-01,2027-04-01,1,1,0,820,820,0,5,25,0,0,1,1,70.23492,2.514151,75.21558,2.014421,7.0914297332438,-19.8766899840145
"IP000451","2023-Q4","Rising Main Replacement - Kahika Pump Station","Under construction","Fully funded","Limited","Auckland",NA,"Water","5 - 25 million",NA,NA,2023-01-01,2024-07-01,2021-07-01,2024-07-01,1,1,0,1096,1096,0,5,25,0,0,1,1,68.294,3.342884,69.52124,3.42672,1.79699534366124,2.5078943810195
"IP000453","2023-Q4","Sidmouth Wastewater Pump Station Upgrade - Mairangi Bay","Under construction","Fully funded","Selective","Auckland",NA,"Water","5 - 25 million",2020-07-01,2020-07-01,2021-01-01,2023-10-01,2020-07-01,2023-10-01,1,1,0,1187,1187,0,5,25,0,0,1,1,58.01,1.453488,69.371,5.649241,19.5845543871746,288.667880298977
"IP000455","2023-Q4","Transmission Watermain Pipeline - Northcote Reservoir to Glenfield","Early planning","Funding source to be confirmed","Limited","Auckland",NA,"Water","5 - 25 million",2027-07-01,2029-07-01,2031-01-01,2034-10-01,2027-07-01,2034-10-01,1,1,0,2649,2649,0,5,25,0,0,1,1,75.72233,2.008215,77.72758,1.99759,2.64816204150084,-0.529076816974272
"IP000457","2023-Q4","Upgrade of Existing Wastewater Network - Kāinga Ora Mt Roskill / Owairaka","Under construction","Fully funded","Limited","Auckland",NA,"Water","50 - 100 million",NA,NA,2022-07-01,2040-04-01,2022-07-01,2040-04-01,1,1,0,6484,6484,0,50,100,0,0,1,1,68.588,7.301294,77.72758,1.99759,13.3253338776463,-72.6406031588373
"IP000458","2023-Q4","Upgrade of Hingaia Wastewater Pump Station - Southern Auckland","Under construction","Funding source confirmed","Limited","Auckland",NA,"Water","50 - 100 million",NA,NA,2023-07-01,2024-10-01,2021-04-01,2024-10-01,1,1,0,1279,1279,0,50,100,1,0,1,1,67.481,1.520913,69.83852,2.715554,3.49360560750435,78.5476223820824
"IP000461","2023-Q4","Upgrade of Pipework to Increase Capacity - Newton Road","Early planning","Funding source to be confirmed","Limited","Auckland",NA,"Water","5 - 25 million",2024-07-01,2024-10-01,2025-07-01,2026-07-01,2024-07-01,2026-07-01,1,1,0,730,730,0,5,25,0,0,1,1,69.52124,3.42672,73.65541,2.048457,5.94662868498893,-40.2210568707102
"IP000462","2023-Q4","Upgrade of Pump Station and Associated Network Upgrades - Orewa West","Early planning","Funding source to be confirmed","Limited","Auckland",NA,"Water","5 - 25 million",2028-04-01,2029-01-01,2030-07-01,2032-04-01,2028-04-01,2032-04-01,1,1,0,1461,1461,0,5,25,0,0,1,1,77.22976,1.996746,77.72758,1.99759,0.644596072809244,0.0422687712908936
"IP000463","2023-Q4","Upgrade of the Waiuku Wastewater Treatment Plant and Wastewater Servicing to Clarks Beach","Under construction","Funding source confirmed","Limited","Auckland",NA,"Water","50 - 100 million",2021-04-01,2022-01-01,2023-04-01,2024-10-01,2021-04-01,2024-10-01,1,1,0,1279,1279,0,50,100,1,0,1,1,67.481,1.520913,69.83852,2.715554,3.49360560750435,78.5476223820824
"IP000464","2023-Q4","Upgrades of Separation and Wastewater Pipes to Reduce Wet Weather Overflows - Avondale to Whau River","In planning","Funding source to be confirmed","Limited","Auckland",NA,"Water","50 - 100 million",2023-07-01,2024-10-01,2026-04-01,2028-10-01,2023-07-01,2028-10-01,1,1,0,1919,1919,0,50,100,0,1,1,1,69.609,6.029285,77.72758,1.99759,11.6631182749357,-66.8685424556975
"IP000465","2023-Q4","Upgrades of Separation and Wastewater Pipes to Reduce Wet Weather Overflows - Grey Lynn","Early planning","Funding source to be confirmed","Limited","Auckland",NA,"Water","25 - 50 million",2025-07-01,2027-01-01,2028-07-01,2032-04-01,2025-07-01,2032-04-01,1,1,0,2466,2466,0,25,50,0,0,1,1,71.39126,2.23914,77.72758,1.99759,8.87548419792563,-10.7876238198594
"IP000466","2023-Q4","Upgrades of Separation and Wastewater Pipes to Reduce Wet Weather Overflows - Herne Bay","In procurement","Funding source to be confirmed","Limited","Auckland",NA,"Water","25 - 50 million",2021-01-01,2022-10-01,2024-10-01,2027-07-01,2021-01-01,2027-07-01,1,1,0,2372,2372,0,25,50,0,0,1,1,66.279,1.436782,75.72233,2.008215,14.2478462258031,39.7717259820905
"IP000467","2023-Q4","Upgrades of Separation and Wastewater Pipes to Reduce Wet Weather Overflows - Meola","Early planning","Funding source to be confirmed","Limited","Auckland",NA,"Water","5 - 25 million",2026-07-01,2027-01-01,2028-07-01,2030-01-01,2026-07-01,2030-01-01,1,1,0,1280,1280,0,5,25,0,0,1,1,73.65541,2.048457,77.72758,1.99759,5.52867739111085,-2.48318612497114
"IP000468","2023-Q4","Upgrades of Separation and Wastewater Pipes to Reduce Wet Weather Overflows - Motions","In planning","Funding source to be confirmed","Limited","Auckland",NA,"Water","100 - 250 million",2023-07-01,2026-04-01,2028-01-01,2031-07-01,2023-07-01,2031-07-01,1,1,0,2922,2922,0,100,250,0,1,1,1,69.609,6.029285,77.72758,1.99759,11.6631182749357,-66.8685424556975
"IP000469","2023-Q4","Upgrades of Separation and Wastewater Pipes to Reduce Wet Weather Overflows - Oakley Waterview","Early planning","Funding source to be confirmed","Limited","Auckland",NA,"Water","5 - 25 million",2025-10-01,2026-07-01,2027-10-01,2029-07-01,2025-10-01,2029-07-01,1,1,0,1369,1369,0,5,25,0,0,1,1,71.97811,2.149748,77.72758,1.99759,7.98780351415174,-7.07794588016829
"IP000470","2023-Q4","Upgrades of Separation and Wastewater Pipes to Reduce Wet Weather Overflows - Point Chevalier","Early planning","Funding source to be confirmed","Limited","Auckland",NA,"Water","100 - 250 million",2023-10-01,2024-10-01,2026-07-01,2029-01-01,2023-10-01,2029-01-01,1,1,0,1919,1919,0,100,250,0,0,1,1,69.371,5.649241,77.72758,1.99759,12.0462152772773,-64.6396746040751
"IP000471","2023-Q4","Upgrades of Separation and Wastewater Pipes to Reduce Wet Weather Overflows - St Marys Bay","Early planning","Funding source to be confirmed","Limited","Auckland",NA,"Water","< 1 million",2027-07-01,2028-04-01,2029-01-01,2031-04-01,2027-07-01,2031-04-01,1,1,0,1370,1370,0,1,1,0,0,1,1,75.72233,2.008215,77.72758,1.99759,2.64816204150084,-0.529076816974272
"IP000472","2023-Q4","Upgrades of Separation and Wastewater Pipes to Reduce Wet Weather Overflows - Westmere","In planning","Funding source to be confirmed","Limited","Auckland",NA,"Water","25 - 50 million",2023-07-01,2026-04-01,2027-10-01,2030-04-01,2023-07-01,2030-04-01,1,1,0,2466,2466,0,25,50,0,1,1,1,69.609,6.029285,77.72758,1.99759,11.6631182749357,-66.8685424556975
"IP000473","2023-Q4","Upgrading Wastewater Pipes for Future Wastewater Servicing - Gulf Harbour","In planning","Funding source to be confirmed","Limited","Auckland",NA,"Water","5 - 25 million",2023-07-01,2024-10-01,2025-10-01,2026-07-01,2023-07-01,2026-07-01,1,1,0,1096,1096,0,5,25,0,1,1,1,69.609,6.029285,73.65541,2.048457,5.81305578301658,-66.0248769132658
"IP000475","2023-Q4","Waiwera Diversion to Hatsfield Beach","In procurement","Funding source confirmed","Limited","Auckland",NA,"Water","5 - 25 million",2020-07-01,2022-07-01,2025-01-01,2026-10-01,2020-07-01,2026-10-01,1,1,0,2283,2283,0,5,25,1,0,1,1,58.01,1.453488,74.1876,2.0319,27.8876055852439,39.7947557874575
"IP000477","2023-Q4","Wastewater Capacity Upgrades - Otara Catchment","In procurement","Fully funded","Limited","Auckland",NA,"Water","50 - 100 million",NA,NA,2023-10-01,2026-01-01,2018-07-01,2026-01-01,1,1,0,2741,2741,0,50,100,0,0,1,1,62.626,1.5,72.54655,2.100296,15.8409446555744,40.0197333333333
"IP000478","2023-Q4","Wastewater Catchment Diversion - Forrest Hill","In planning","Funding source to be confirmed","Limited","Auckland",NA,"Water","25 - 50 million",2022-10-01,2023-10-01,2026-01-01,2028-01-01,2022-10-01,2028-01-01,1,1,0,1918,1918,0,25,50,0,1,1,1,69.816,7.233273,76.72869,1.997825,9.90129769680302,-72.3800691609455
"IP000479","2023-Q4","Wastewater Catchment Improvement Works - Waterview","In planning","Funding source to be confirmed","Limited","Auckland",NA,"Water","50 - 100 million",2023-07-01,2025-10-01,2027-07-01,2030-01-01,2023-07-01,2030-01-01,1,1,0,2376,2376,0,50,100,0,1,1,1,69.609,6.029285,77.72758,1.99759,11.6631182749357,-66.8685424556975
"IP000480","2023-Q4","Wastewater Catchment System Upgrades for Growth and Mitigation of Sewer Overflows- Howick","Early planning","Funding source to be confirmed","Limited","Auckland",NA,"Water","25 - 50 million",2023-10-01,2025-10-01,2027-07-01,2029-10-01,2023-10-01,2029-10-01,1,1,0,2192,2192,0,25,50,0,0,1,1,69.371,5.649241,77.72758,1.99759,12.0462152772773,-64.6396746040751
"IP000481","2023-Q4","Wastewater Diversion -  Unsworth Heights","In planning","Funding source to be confirmed","Limited","Auckland",NA,"Water","5 - 25 million",2023-07-01,2024-04-01,2025-07-01,2027-01-01,2023-07-01,2027-01-01,1,1,0,1280,1280,0,5,25,0,1,1,1,69.609,6.029285,74.70523,2.022161,7.32122283038114,-66.4610148632881
"IP000483","2023-Q4","Wastewater Network Upgrades - Northcote to Chatswood","In procurement","Funding source confirmed","Limited","Auckland",NA,"Water","1 - 5 million",2020-04-01,2021-07-01,2024-07-01,2026-07-01,2020-04-01,2026-07-01,1,1,0,2282,2282,0,1,5,1,0,1,1,64.568,2.534113,73.65541,2.048457,14.0741698674266,-19.1647333800821
"IP000484","2023-Q4","Wastewater Odour Treatment Plant Expansion - Rosedale","In procurement","Funding source confirmed","Direct","Auckland",NA,"Water","5 - 25 million",2022-10-01,2023-01-01,NA,2026-01-01,2022-10-01,2026-01-01,1,1,0,1188,1188,0,5,25,1,0,1,1,69.816,7.233273,72.54655,2.100296,3.91106623123638,-70.9634075749664
"IP000485","2023-Q4","Wastewater Treatment Plant Biogas and Co-generation Expansion - Rosedale","Early planning","Funding source to be confirmed","Limited","Auckland",NA,"Energy","5 - 25 million",2023-10-01,2024-10-01,2026-04-01,2028-01-01,2023-10-01,2028-01-01,1,1,0,1553,1553,0,5,25,0,0,1,1,69.371,5.649241,76.72869,1.997825,10.606290813164,-64.6355147532208
"IP000489","2023-Q4","Wastewater Treatment Plant Reactor/Clarifiers and Ultra Violet Expansion - Rosedale","Early planning","Funding source to be confirmed","Limited","Auckland",NA,"Water","50 - 100 million",2026-04-01,2027-01-01,2029-04-01,2033-04-01,2026-04-01,2033-04-01,1,1,0,2557,2557,0,50,100,0,0,1,1,73.10828,2.067911,77.72758,1.99759,6.31843616071943,-3.40058155307458
"IP000490","2023-Q4","Wastewater Treatment Plant Screens Replacement - Army Bay","In procurement","Funding source to be confirmed","Limited","Auckland",NA,"Water","1 - 5 million",2022-10-01,2023-01-01,2024-01-01,2025-01-01,2022-10-01,2025-01-01,1,1,0,823,823,0,1,5,0,0,1,1,69.816,7.233273,70.23492,2.514151,0.600034376074252,-65.2418621556244
"IP000492","2023-Q4","Wastewater Treatment Plant Upgrade - Army Bay","In planning","Funding source to be confirmed","Limited","Auckland",NA,"Water","100 - 250 million",2023-07-01,2024-10-01,2026-07-01,2030-01-01,2023-07-01,2030-01-01,1,1,0,2376,2376,0,100,250,0,1,1,1,69.609,6.029285,77.72758,1.99759,11.6631182749357,-66.8685424556975
"IP000494","2023-Q4","Wastewater Treatment Plant Upgrade - Snells Beach","Under construction","Fully funded","Selective","Auckland",NA,"Water","100 - 250 million",NA,NA,2022-01-01,2025-07-01,2022-01-01,2025-07-01,1,1,0,1277,1277,0,100,250,0,0,1,1,67.989,5.949008,71.39126,2.23914,5.00413302151818,-62.3611197026462
"IP000495","2023-Q4","Wastewater Treatment Plant Upgrade - Wellsford","In planning","Funding source to be confirmed","Limited","Auckland",NA,"Water","25 - 50 million",2022-07-01,2023-10-01,2023-01-01,2025-04-01,2022-07-01,2025-04-01,1,1,0,1005,1005,0,25,50,0,1,1,1,68.588,7.301294,70.79394,2.389024,3.21621858050973,-67.279443890357
"IP000496","2023-Q4","Water Servicing - Kāinga Ora Oranga","Early planning","Funding source to be confirmed","Limited","Auckland",NA,"Water","5 - 25 million",2025-01-01,2025-04-01,2026-04-01,2029-04-01,2025-01-01,2029-04-01,1,1,0,1551,1551,0,5,25,0,0,1,1,70.23492,2.514151,77.72758,1.99759,10.6679981980474,-20.5461406256028
"IP000497","2023-Q4","Water Servicing Improvements - Kāinga Ora Mt Roskill to Owairaka","Early planning","Funding source to be confirmed","Limited","Auckland",NA,"Water","50 - 100 million",2023-10-01,2025-10-01,2027-07-01,2030-01-01,2023-10-01,2030-01-01,1,1,0,2284,2284,0,50,100,0,0,1,1,69.371,5.649241,77.72758,1.99759,12.0462152772773,-64.6396746040751
"IP000501","2023-Q4","Water Treatment Plant Capacity Upgrade - Wellsford","In planning","Funding source to be confirmed","Limited","Auckland",NA,"Water","5 - 25 million",2023-07-01,2024-07-01,2025-07-01,2027-07-01,2023-07-01,2027-07-01,1,1,0,1461,1461,0,5,25,0,1,1,1,69.609,6.029285,75.72233,2.008215,8.78238446177938,-66.6923192385167
"IP000502","2023-Q4","Water Treatment Plant Interim Upgrade - Waitakere","In planning","Funding source to be confirmed","Limited","Auckland",NA,"Water","5 - 25 million",2023-07-01,2024-07-01,2025-10-01,2027-07-01,2023-07-01,2027-07-01,1,1,0,1461,1461,0,5,25,0,1,1,1,69.609,6.029285,75.72233,2.008215,8.78238446177938,-66.6923192385167
"IP000503","2023-Q4","Water Treatment Plant Process Improvements - Onehunga","In planning","Funding source to be confirmed","Limited","Auckland",NA,"Water","25 - 50 million",2023-07-01,2024-10-01,2025-10-01,2026-10-01,2023-07-01,2026-10-01,1,1,0,1188,1188,0,25,50,0,1,1,1,69.609,6.029285,74.1876,2.0319,6.5775977244322,-66.2994865892059
"IP000504","2023-Q4","Water Treatment Plant Upgrade for Increased Capacity - Waiuku","In planning","Funding source to be confirmed","Limited","Auckland",NA,"Water","25 - 50 million",2022-10-01,2023-10-01,2025-07-01,2028-01-01,2022-10-01,2028-01-01,1,1,0,1918,1918,0,25,50,0,1,1,1,69.816,7.233273,76.72869,1.997825,9.90129769680302,-72.3800691609455
"IP000505","2023-Q4","Watermain Boost Pumping - West Auckland","Under construction","Funding source confirmed","Limited","Auckland",NA,"Water","5 - 25 million",2021-07-01,2022-04-01,2023-07-01,2025-01-01,2021-07-01,2025-01-01,1,1,0,1280,1280,0,5,25,1,0,1,1,68.294,3.342884,70.23492,2.514151,2.8420066184438,-24.7909589444324
"IP000506","2023-Q4","Watermains Boost Pumping for Increased Capacity - Westhaven","In planning","Funding source to be confirmed","Limited","Auckland",NA,"Water","1 - 5 million",2022-10-01,2023-10-01,2024-10-01,2026-04-01,2022-10-01,2026-04-01,1,1,0,1278,1278,0,1,5,0,1,1,1,69.816,7.233273,73.10828,2.067911,4.71565257247621,-71.4111302034363
"IP000702","2023-Q4","Wastewater Treatment Plant Membrane Bio-Reactor Upgrade - Waiuku","In planning","Funding source to be confirmed","Limited","Auckland",NA,"Water","1 - 5 million",2021-04-01,2025-01-01,NA,NA,2021-04-01,2025-01-01,0,NA,NA,1371,1371,NA,1,5,0,1,NA,1,67.481,1.520913,70.23492,2.514151,4.08103021591264,65.3053790716497
"IP005914","2023-Q4","Kāinga Ora - Wesley Stage 2 Watermain & Bulk Supply Point","Under construction","Funding source confirmed","Limited","Auckland",NA,"Water","25 - 50 million",2020-07-01,2021-01-01,2023-01-01,2025-01-01,2020-07-01,2025-01-01,1,1,0,1645,1645,0,25,50,1,0,1,1,58.01,1.453488,70.23492,2.514151,21.073814859507,72.9736330812501
"IP005915","2023-Q4","Dunkirk Pump Station Upgrade & Eastern Interceptor Connection","Under construction","Fully funded","Limited","Auckland",NA,"Water","25 - 50 million",2020-07-01,2020-10-01,2022-04-01,2024-10-01,2020-07-01,2024-10-01,1,1,0,1553,1553,0,25,50,0,0,1,1,58.01,1.453488,69.83852,2.715554,20.3904843992415,86.8301630285218
"IP005916","2023-Q4","Archboyd Avenue Pump Station and Associated Pipelines","In procurement","Funding source confirmed","Limited","Auckland",NA,"Water","50 - 100 million",NA,NA,2023-10-01,2025-10-01,2023-07-01,2025-10-01,1,1,0,823,823,0,50,100,1,0,1,1,69.609,6.029285,71.97811,2.149748,3.40345357640536,-64.3448932999518
"IP005917","2023-Q4","Kāinga Ora - Waikowhai Pump Station & Water Main","Under construction","Fully funded","Limited","Auckland",NA,"Water","50 - 100 million",2020-07-01,2021-01-01,2022-07-01,2024-10-01,2020-07-01,2024-10-01,1,1,0,1553,1553,0,50,100,0,0,1,1,58.01,1.453488,69.83852,2.715554,20.3904843992415,86.8301630285218
"IP005919","2023-Q4","Puketutu Island Rehabilitation Project Phase 5","Under construction","Fully funded","Limited","Auckland",NA,"Water","25 - 50 million",2020-07-01,2020-07-01,2020-07-01,2024-04-01,2020-07-01,2024-04-01,1,1,0,1370,1370,0,25,50,0,0,1,1,58.01,1.453488,69.40367,4.013946,19.6408722634029,176.159555496846
"IP005921","2023-Q4","Clarks Beach New Waste Water Treatment Plant","In procurement","Funding source to be confirmed","Limited","Auckland",NA,"Water","100 - 250 million",2021-04-01,2023-01-01,2025-01-01,2026-10-01,2021-04-01,2026-10-01,1,1,0,2009,2009,0,100,250,0,0,1,1,67.481,1.520913,74.1876,2.0319,9.93850120774738,33.5973852547779
"IP005923","2023-Q4","Rosedale Sludge Conditioning","In planning","Funding source to be confirmed","Limited","Auckland",NA,"Water","100 - 250 million",2023-07-01,2024-07-01,2026-01-01,2029-10-01,2023-07-01,2029-10-01,1,1,0,2284,2284,0,100,250,0,1,1,1,69.609,6.029285,77.72758,1.99759,11.6631182749357,-66.8685424556975
"IP005924","2023-Q4","Mangere Wastewater Treatment Plant Aeration Reconfiguration (Pilot Upgrades)","In planning","Funding source to be confirmed","Limited","Auckland",NA,"Water","25 - 50 million",2023-07-01,2024-10-01,2026-04-01,2029-01-01,2023-07-01,2029-01-01,1,1,0,2011,2011,0,25,50,0,1,1,1,69.609,6.029285,77.72758,1.99759,11.6631182749357,-66.8685424556975
"IP005925","2023-Q4","Wastewater Treatment Plant Upgrades stage 1 - Beachlands","In planning","Funding source to be confirmed","Limited","Auckland",NA,"Water","100 - 250 million",2023-07-01,2025-07-01,2026-07-01,2029-07-01,2023-07-01,2029-07-01,1,1,0,2192,2192,0,100,250,0,1,1,1,69.609,6.029285,77.72758,1.99759,11.6631182749357,-66.8685424556975
